index,tripduration,starttime,stoptime,start.station.id,start.station.name,start.station.latitude,start.station.longitude,end.station.id,end.station.name,end.station.latitude,end.station.longitude,bikeid,usertype,birth.year,gender,date,count
84,426,3/31/2016 8:59,3/31/2016 9:06,79,Franklin St & W Broadway,40.71911552,-74.00666661,417,Barclay St & Church St,40.71291224,-74.01020234,20733,Customer,NA,0,3/31/2016,1
85,356,3/31/2016 9:12,3/31/2016 9:18,79,Franklin St & W Broadway,40.71911552,-74.00666661,386,Centre St & Worth St,40.71494807,-74.00234482,16076,Subscriber,1963,1,3/31/2016,1
86,257,3/31/2016 9:12,3/31/2016 9:17,79,Franklin St & W Broadway,40.71911552,-74.00666661,377,6 Ave & Canal St,40.72243797,-74.00566443,15644,Subscriber,1992,1,3/31/2016,1
87,80,3/31/2016 9:20,3/31/2016 9:21,79,Franklin St & W Broadway,40.71911552,-74.00666661,320,Leonard St & Church St,40.717571,-74.005549,19182,Subscriber,1997,1,3/31/2016,1
88,454,3/31/2016 9:22,3/31/2016 9:30,79,Franklin St & W Broadway,40.71911552,-74.00666661,224,Spruce St & Nassau St,40.71146364,-74.00552427,18332,Subscriber,1977,1,3/31/2016,1
89,530,3/31/2016 9:31,3/31/2016 9:40,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,19012,Subscriber,1960,1,3/31/2016,1
90,2555,3/31/2016 9:43,3/31/2016 10:25,79,Franklin St & W Broadway,40.71911552,-74.00666661,499,Broadway & W 60 St,40.76915505,-73.98191841,21571,Subscriber,1955,1,3/31/2016,1
91,995,3/31/2016 9:44,3/31/2016 10:00,79,Franklin St & W Broadway,40.71911552,-74.00666661,496,E 16 St & 5 Ave,40.73726186,-73.99238967,16076,Subscriber,1967,1,3/31/2016,1
92,621,3/31/2016 10:13,3/31/2016 10:24,79,Franklin St & W Broadway,40.71911552,-74.00666661,260,Broad St & Bridge St,40.70365182,-74.01167797,16505,Subscriber,1960,1,3/31/2016,1
93,551,3/31/2016 10:21,3/31/2016 10:30,79,Franklin St & W Broadway,40.71911552,-74.00666661,3002,South End Ave & Liberty St,40.711512,-74.015756,18982,Subscriber,1954,1,3/31/2016,1
94,2499,3/31/2016 10:34,3/31/2016 11:16,79,Franklin St & W Broadway,40.71911552,-74.00666661,423,W 54 St & 9 Ave,40.76584941,-73.98690506,20742,Subscriber,1955,2,3/31/2016,1
95,1432,3/31/2016 10:39,3/31/2016 11:02,79,Franklin St & W Broadway,40.71911552,-74.00666661,485,W 37 St & 5 Ave,40.75038009,-73.98338988,17085,Subscriber,1986,1,3/31/2016,1
96,1078,3/31/2016 11:01,3/31/2016 11:19,79,Franklin St & W Broadway,40.71911552,-74.00666661,259,South St & Whitehall St,40.70122128,-74.01234218,15077,Subscriber,1984,2,3/31/2016,1
97,493,3/31/2016 11:12,3/31/2016 11:20,79,Franklin St & W Broadway,40.71911552,-74.00666661,412,Forsyth St & Canal St,40.7158155,-73.99422366,19909,Subscriber,1977,2,3/31/2016,1
98,867,3/31/2016 11:27,3/31/2016 11:41,79,Franklin St & W Broadway,40.71911552,-74.00666661,368,Carmine St & 6 Ave,40.73038599,-74.00214988,14641,Subscriber,1956,1,3/31/2016,1
99,446,3/31/2016 11:38,3/31/2016 11:45,79,Franklin St & W Broadway,40.71911552,-74.00666661,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,19242,Subscriber,1970,2,3/31/2016,1
100,312,3/31/2016 11:55,3/31/2016 12:00,79,Franklin St & W Broadway,40.71911552,-74.00666661,426,West St & Chambers St,40.71754834,-74.01322069,18081,Subscriber,1984,1,3/31/2016,1
101,817,3/31/2016 12:12,3/31/2016 12:25,79,Franklin St & W Broadway,40.71911552,-74.00666661,317,E 6 St & Avenue B,40.72453734,-73.98185424,18877,Subscriber,1976,1,3/31/2016,1
102,821,3/31/2016 12:33,3/31/2016 12:47,79,Franklin St & W Broadway,40.71911552,-74.00666661,382,University Pl & E 14 St,40.73492695,-73.99200509,18019,Subscriber,1988,1,3/31/2016,1
