Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,,,symbol
JBSS,"John B. Sanfilippo & Son, Inc.",49.27,$552.08M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss,,,,jbss
JOUT,Johnson Outdoors Inc.,25.71,$257.65M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout,,,,jout
JNP,"Juniper Pharmaceuticals, Inc.",7.25,$78.32M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp,,,,jnp
JUNO,"Juno Therapeutics, Inc.",43.9,$4.63B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno,,,,juno
KTWO,"K2M Group Holdings, Inc.",13.81,$572.91M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo,,,,ktwo
KALU,Kaiser Aluminum Corporation,87.66,$1.58B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu,,,,kalu
KMDA,Kamada Ltd.,3.71,$135.11M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda,,,,kmda
KNDI,"Kandi Technologies Group, Inc.",6.86,$327.15M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi,,,,kndi
KPTI,Karyopharm Therapeutics Inc.,9.25,$332.63M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti,,,,kpti
KBSF,KBS Fashion Group Limited,0.19,$4.83M,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf,,,,kbsf
KCAP,"KCAP Financial, Inc.",3.74,$139.12M,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap,,,,kcap
KRNY,Kearny Financial,13.1,$1.23B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny,,,,krny
KELYA,"Kelly Services, Inc.",19.33,$734.88M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya,,,,kelya
KELYB,"Kelly Services, Inc.",18.78,$713.97M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb,,,,kelyb
KMPH,"KemPharm, Inc.",7.03,$102.93M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph,,,,kmph
KFFB,Kentucky First Federal Bancorp,8.72,$73.59M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb,,,,kffb
KERX,"Keryx Biopharmaceuticals, Inc.",6.28,$664.56M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx,,,,kerx
KEQU,Kewaunee Scientific Corporation,16.96,$45.53M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ,,,,kequ
KTEC,"Key Technology, Inc.",9.18,$57.91M,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec,,,,ktec
KTCC,Key Tronic Corporation,8.36,$89.54M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc,,,,ktcc
KFRC,"Kforce, Inc.",19.39,$538.58M,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc,,,,kfrc
KE,"Kimball Electronics, Inc.",11.35,$323.39M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke,,,,ke
KBAL,"Kimball International, Inc.",11.46,$429.21M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal,,,,kbal
KIN,"Kindred Biosciences, Inc.",4.05,$80.35M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin,,,,kin
KGJI,Kingold Jewelry Inc.,1.61,$106.2M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji,,,,kgji
KINS,"Kingstone Companies, Inc",9,$71.21M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins,,,,kins
KONE,Kingtone Wirelessinfo Solution Holding Ltd,2.4632,$3.46M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone,,,,kone
KIRK,"Kirkland&#39;s, Inc.",13.43,$211.96M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk,,,,kirk
KITE,"Kite Pharma, Inc.",52.08,$2.56B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite,,,,kite
KTOV,Kitov Pharamceuticals Holdings Ltd.,4.62,$18.04M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov,,,,ktov
KTOVW,Kitov Pharamceuticals Holdings Ltd.,1.34,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw,,,,ktovw
KLAC,KLA-Tencor Corporation,73.1,$11.38B,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac,,,,klac
KLRE,KLR Energy Acquisition Corp.,9.9,$101.29M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/klre,,,,klre
KLREU,KLR Energy Acquisition Corp.,10.08,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/klreu,,,,klreu
KLREW,KLR Energy Acquisition Corp.,0.19,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/klrew,,,,klrew
KLXI,KLX Inc.,32.93,$1.74B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi,,,,klxi
KONA,"Kona Grill, Inc.",12.61,$141.37M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona,,,,kona
KZ,KongZhong Corporation,5.57,$262.37M,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz,,,,kz
KOPN,Kopin Corporation,2.3,$153.35M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn,,,,kopn
KRNT,Kornit Digital Ltd.,9.85,$298.42M,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt,,,,krnt
KOSS,Koss Corporation,2.01,$14.84M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss,,,,koss
KWEB,KraneShares CSI China Internet ETF,34.39,$116.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb,,,,kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",4.14,$247.03M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos,,,,ktos
KUTV,"Ku6 Media Co., Ltd.",0.985,$47M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/kutv,,,,kutv
KLIC,"Kulicke and Soffa Industries, Inc.",12.45,$876.21M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic,,,,klic
KURA,"Kura Oncology, Inc.",2.99,$63.9M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura,,,,kura
KVHI,"KVH Industries, Inc.",8.35,$137.77M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi,,,,kvhi
FSTR,L.B. Foster Company,11.76,$121.63M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr,,,,fstr
LJPC,La Jolla Pharmaceutical Company,16.15,$294.8M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc,,,,ljpc
DRIO,LabStyle Innovations Corp.,4.94,$27.57M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio,,,,drio
DRIOW,LabStyle Innovations Corp.,1.12,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow,,,,driow
LSBK,"Lake Shore Bancorp, Inc.",13.28,$80.2M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk,,,,lsbk
LSBG,Lake Sunapee Bank Group,16.54,$138.63M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbg,,,,lsbg
LBAI,"Lakeland Bancorp, Inc.",11.53,$475.51M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai,,,,lbai
LKFN,Lakeland Financial Corporation,49.04,$818.81M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn,,,,lkfn
LAKE,"Lakeland Industries, Inc.",8.57,$62.17M,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake,,,,lake
LRCX,Lam Research Corporation,83.1,$13.26B,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx,,,,lrcx
LAMR,Lamar Advertising Company,64.67,$6.28B,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr,,,,lamr
LANC,Lancaster Colony Corporation,123.55,$3.39B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc,,,,lanc
LCAHU,"Landcadia Holdings, Inc.",10.07,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahu,,,,lcahu
LNDC,Landec Corporation,11.19,$302.95M,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc,,,,lndc
LARK,Landmark Bancorp Inc.,25.41,$91.97M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark,,,,lark
LMRK,Landmark Infrastructure Partners LP,15.06,$226.06M,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk,,,,lmrk
LMRKP,Landmark Infrastructure Partners LP,25.0774,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp,,,,lmrkp
LE,"Lands&#39; End, Inc.",16.4,$524.3M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le,,,,le
LSTR,"Landstar System, Inc.",67.78,$2.87B,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr,,,,lstr
LNTH,"Lantheus Holdings, Inc.",2.21,$72.32M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth,,,,lnth
LTRX,"Lantronix, Inc.",1.0699,$16.29M,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx,,,,ltrx
LPSB,"LaPorte Bancorp, Inc.",16.04,$89.51M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/lpsb,,,,lpsb
LSCC,Lattice Semiconductor Corporation,5.92,$705.58M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc,,,,lscc
LAWS,"Lawson Products, Inc.",19.66,$172.44M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws,,,,laws
LAYN,Layne Christensen Company,8.93,$176.84M,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn,,,,layn
LCNB,LCNB Corporation,16.69,$165.14M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb,,,,lcnb
LDRH,LDR Holding Corporation,22.04,$644.29M,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ldrh,,,,ldrh
LBIX,Leading Brands Inc,1.53,$4.38M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix,,,,lbix
LGCY,Legacy Reserves LP,2.32,$161.27M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy,,,,lgcy
LGCYO,Legacy Reserves LP,5.97,$41.79M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo,,,,lgcyo
LGCYP,Legacy Reserves LP,6.16,$12.32M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp,,,,lgcyp
LTXB,"LegacyTexas Financial Group, Inc.",27.11,$1.29B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb,,,,ltxb
DDBI,Legg Mason Developed EX-US Diversified Core ETF,25.0067,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi,,,,ddbi
EDBI,Legg Mason Emerging Markets Diversified Core ETF,26.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edbi,,,,edbi
LVHD,Legg Mason Low Volatility High Dividend ETF,27.5092,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lvhd,,,,lvhd
UDBI,Legg Mason US Diversified Core ETF,26.1995,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi,,,,udbi
LMAT,"LeMaitre Vascular, Inc.",14.87,$273.3M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat,,,,lmat
TREE,"LendingTree, Inc.",85.98,$1.02B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree,,,,tree
LXRX,"Lexicon Pharmaceuticals, Inc.",14.62,$1.52B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx,,,,lxrx
LGIH,"LGI Homes, Inc.",27.93,$570.6M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih,,,,lgih
LHCG,LHC Group,42.69,$773.63M,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg,,,,lhcg
LBRDA,Liberty Broadband Corporation,59.64,$6.16B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda,,,,lbrda
LBRDK,Liberty Broadband Corporation,59.9,$6.19B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk,,,,lbrdk
LBTYA,Liberty Global plc,38.92,$32.75B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya,,,,lbtya
LBTYB,Liberty Global plc,37.67,$31.69B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb,,,,lbtyb
LBTYK,Liberty Global plc,37.51,$31.56B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk,,,,lbtyk
LILA,Liberty Global plc,37.04,$31.16B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila,,,,lila
LILAK,Liberty Global plc,37.84,$31.84B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak,,,,lilak
LVNTA,Liberty Interactive Corporation,38.15,$23.77B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta,,,,lvnta
LVNTB,Liberty Interactive Corporation,39.13,$24.38B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb,,,,lvntb
QVCA,Liberty Interactive Corporation,26.58,$16.56B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca,,,,qvca
QVCB,Liberty Interactive Corporation,26.98,$16.81B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb,,,,qvcb
BATRA,Liberty Media Corporation,15.51,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batra,,,,batra
BATRK,Liberty Media Corporation,14.93,$5B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batrk,,,,batrk
BATRR,Liberty Media Corporation,2.15,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batrr,,,,batrr
LMCA,Liberty Media Corporation,20.03,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmca,,,,lmca
LMCK,Liberty Media Corporation,19.6,$6.56B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmck,,,,lmck
LSXMA,Liberty Media Corporation,32.15,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxma,,,,lsxma
LSXMB,Liberty Media Corporation,32.6,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmb,,,,lsxmb
LSXMK,Liberty Media Corporation,31.47,$10.54B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmk,,,,lsxmk
TAX,"Liberty Tax, Inc.",11.63,$149.7M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax,,,,tax
LTRPA,"Liberty TripAdvisor Holdings, Inc.",23.5,$1.76B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa,,,,ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",22.84,$1.71B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb,,,,ltrpb
LPNT,"LifePoint Health, Inc.",66.81,$2.9B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt,,,,lpnt
LCUT,"Lifetime Brands, Inc.",15.45,$219.75M,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut,,,,lcut
LFVN,Lifevantage Corporation,13.33,$186.73M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn,,,,lfvn
LWAY,"Lifeway Foods, Inc.",9.27,$149.79M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway,,,,lway
LGND,Ligand Pharmaceuticals Incorporated,118.07,$2.46B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd,,,,lgnd
LTBR,Lightbridge Corporation,0.45,$9.6M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr,,,,ltbr
LPTH,"LightPath Technologies, Inc.",1.8,$28.06M,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth,,,,lpth
LIME,Lime Energy Co.,2.43,$23.4M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lime,,,,lime
LLNW,"Limelight Networks, Inc.",1.43,$147.88M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw,,,,llnw
LMNR,Limoneira Co,16.56,$234.69M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr,,,,lmnr
LINC,Lincoln Educational Services Corporation,1.58,$37.81M,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc,,,,linc
LECO,"Lincoln Electric Holdings, Inc.",60.2,$4.14B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco,,,,leco
LIND,Lindblad Expeditions Holdings Inc.,9.8,$448.8M,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lind,,,,lind
LINDW,Lindblad Expeditions Holdings Inc.,2.39,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lindw,,,,lindw
LLTC,Linear Technology Corporation,47.27,$11.3B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc,,,,lltc
LBIO,"Lion Biotechnologies, Inc.",8.65,$419.98M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lbio,,,,lbio
LIOX,"Lionbridge Technologies, Inc.",4.34,$273.28M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/liox,,,,liox
LPCN,Lipocine Inc.,8.44,$154.11M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn,,,,lpcn
LQDT,"Liquidity Services, Inc.",7.05,$216.62M,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt,,,,lqdt
LFUS,"Littelfuse, Inc.",115.66,$2.59B,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus,,,,lfus
LIVN,LivaNova PLC,48.88,$2.4B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn,,,,livn
LOB,"Live Oak Bancshares, Inc.",16,$547.06M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob,,,,lob
LIVE,Live Ventures Incorporated,1.62,$27.32M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/live,,,,live
LPSN,"LivePerson, Inc.",7.16,$411.2M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn,,,,lpsn
LKQ,LKQ Corporation,32.93,$10.1B,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq,,,,lkq
LMFA,"LM Funding America, Inc.",8.3,$27.39M,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfa,,,,lmfa
LMFAW,"LM Funding America, Inc.",0.9994,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfaw,,,,lmfaw
LMIA,"LMI Aerospace, Inc.",8.42,$113.48M,1998,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia,,,,lmia
LOGI,Logitech International S.A.,15.54,$2.51B,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi,,,,logi
LOGM,"LogMein, Inc.",63.03,$1.58B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm,,,,logm
EVAR,"Lombard Medical, Inc.",1.37,$27.24M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar,,,,evar
CNCR,Loncar Cancer Immunotherapy ETF,24.2534,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr,,,,cncr
LORL,"Loral Space and Communications, Inc.",39.32,$1.22B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl,,,,lorl
LOXO,"Loxo Oncology, Inc.",27.25,$537.06M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo,,,,loxo
LPTN,"Lpath, Inc.",0.19,$6.29M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptn,,,,lptn
LPLA,LPL Financial Holdings Inc.,26.43,$2.35B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla,,,,lpla
LRAD,LRAD Corporation,1.77,$56.28M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad,,,,lrad
LYTS,LSI Industries Inc.,10.9,$271.61M,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts,,,,lyts
LULU,lululemon athletica inc.,67.24,$8.57B,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu,,,,lulu
LITE,Lumentum Holdings Inc.,24.53,$1.45B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite,,,,lite
LMNX,Luminex Corporation,20.38,$883.29M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx,,,,lmnx
LMOS,Lumos Networks Corp.,11.81,$274.98M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos,,,,lmos
LUNA,Luna Innovations Incorporated,1.15,$31.79M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna,,,,luna
MBTF,M B T Financial Corp,7.82,$179.2M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf,,,,mbtf
MIII,M III Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/miii,,,,miii
MIIIU,M III Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/miiiu,,,,miiiu
MCBC,Macatawa Bank Corporation,7.06,$239.51M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc,,,,mcbc
MFNC,Mackinac Financial Corporation,10.51,$65.44M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc,,,,mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",36.4,$1.94B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi,,,,mtsi
MCUR,MACROCURE LTD.,1.18,$20.13M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mcur,,,,mcur
MGNX,"MacroGenics, Inc.",26.38,$911.31M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx,,,,mgnx
MAGS,Magal Security Systems Ltd.,4.7247,$77.48M,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags,,,,mags
MGLN,"Magellan Health, Inc.",65.97,$1.63B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln,,,,mgln
MPET,Magellan Petroleum Corporation,1.36,$7.84M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpet,,,,mpet
MGIC,Magic Software Enterprises Ltd.,6.87,$304.58M,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic,,,,mgic
CALL,magicJack VocalTec Ltd,6.08,$96.4M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call,,,,call
MNGA,MagneGas Corporation,0.86,$39.47M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga,,,,mnga
MGYR,"Magyar Bancorp, Inc.",10.1502,$59.07M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr,,,,mgyr
MHLD,"Maiden Holdings, Ltd.",13.32,$985.58M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld,,,,mhld
MHLDO,"Maiden Holdings, Ltd.",49.09,$162M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhldo,,,,mhldo
MSFG,"MainSource Financial Group, Inc.",23.19,$501.71M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg,,,,msfg
